JOUR,O3obs,Pow2_O3obs,MOCAGE,TEMPE,RMH2O,NO2,NO,STATION,VentMOD,VentANG
0,71,5041,119.0,23.8,0.01287,1.036,0.17300000000000001,Als,6.0827599999999995,0.16515
0,91,8281,139.3,21.8,0.011340000000000001,1.535,0.226,Als,3.7855,0.21294000000000002
0,86,7396,121.8,22.4,0.014190000000000001,1.595,0.263,Als,2.37697,0.38832
1,126,15876,125.1,25.7,0.01703,2.097,0.349,Als,6.12209,0.9011600000000001
1,114,12996,142.0,27.2,0.015719999999999998,2.6289999999999996,0.386,Als,5.72014,0.93429
0,139,19321,159.2,29.1,0.017230000000000002,3.9,0.493,Als,4.67547,0.72487
0,142,20164,185.7,29.7,0.0188,3.9619999999999997,0.436,Als,4.245,0.75208
0,92,8464,115.6,24.2,0.018430000000000002,1.2790000000000001,0.218,Als,2.6907200000000002,0.73282
0,163,26569,97.7,29.5,0.01351,0.955,0.18100000000000002,Als,3.78021,0.91671
1,173,29929,124.6,32.9,0.014459999999999999,1.141,0.168,Als,3.05287,0.55165
1,169,28561,153.2,35.0,0.015390000000000001,1.7619999999999998,0.209,Als,2.95466,0.41822
0,210,44100,135.2,35.6,0.013999999999999999,1.14,0.153,Als,4.2638,0.88507
0,226,51076,125.7,36.2,0.01295,0.736,0.105,Als,5.73149,0.74838
0,206,42436,132.6,34.4,0.0097,1.662,0.23800000000000002,Als,4.96488,0.97162
0,214,45796,117.5,35.7,0.00912,1.7369999999999999,0.281,Als,4.03113,0.80294
0,161,25921,140.6,36.3,0.0138,0.789,0.102,Als,4.245,0.81872
1,185,34225,137.4,36.4,0.016069999999999997,1.841,0.301,Als,3.36155,1.0405799999999998
1,147,21609,154.0,34.8,0.0133,2.693,0.331,Als,3.64005,0.2783
0,208,43264,125.9,33.2,0.0071,1.452,0.22399999999999998,Als,3.74833,0.76653
0,219,47961,173.9,36.8,0.0099,2.9939999999999998,0.327,Als,2.1931700000000003,-1.14794
0,204,41616,132.4,37.4,0.01181,0.6970000000000001,0.1,Als,4.92544,-0.10169
0,157,24649,138.6,29.5,0.01754,1.6159999999999999,0.207,Als,4.17732,0.1927
1,139,19321,76.6,25.0,0.01029,1.301,0.355,Als,5.1,0.48996000000000006
1,156,24336,128.6,27.0,0.01169,2.17,0.325,Als,5.3907300000000005,0.86418
1,168,28224,155.8,31.7,0.01598,2.958,0.32899999999999996,Als,4.005,0.049960000000000004
0,98,9604,83.5,24.4,0.0162,0.95,0.19699999999999998,Als,8.13941,0.18535
0,114,12996,90.5,27.2,0.01411,0.557,0.10099999999999999,Als,3.4481900000000003,-0.51555
1,126,15876,61.5,26.4,0.0071400000000000005,2.918,0.89,Als,3.5355300000000005,0.7854
0,113,12769,112.4,27.7,0.00728,1.68,0.257,Als,6.4195,0.31682
0,66,4356,79.0,15.1,0.007509999999999999,1.399,0.311,Als,6.13922,0.21336999999999998
1,60,3600,102.4,14.6,0.00827,2.0780000000000003,0.43200000000000005,Als,0.53852,-1.19029
1,79,6241,78.0,12.6,0.007690000000000001,1.193,0.31,Als,9.97246,0.27416999999999997
1,80,6400,78.5,10.9,0.0056700000000000006,1.495,0.466,Als,6.08358,0.44159
0,99,9801,74.9,12.4,0.00517,0.997,0.317,Als,3.60555,0.0555
0,82,6724,78.2,13.4,0.0037600000000000003,1.167,0.366,Als,1.4317799999999998,1.3597
0,92,8464,82.6,13.9,0.0033,1.51,0.46299999999999997,Als,4.62277,0.8926799999999999
0,99,9801,78.5,17.5,0.00425,1.535,0.444,Als,8.450439999999999,0.8775700000000001
1,69,4761,82.4,14.8,0.0098,1.75,0.429,Als,9.41116,0.8229700000000001
1,95,9025,75.7,16.7,0.0049,1.579,0.486,Als,2.92746,-0.13707
0,71,5041,99.8,17.6,0.00601,2.443,0.526,Als,4.50444,1.5263799999999998
0,74,5476,78.2,14.2,0.00735,2.505,0.728,Als,5.25547,1.20089
0,83,6889,76.3,15.0,0.00448,1.5330000000000001,0.49700000000000005,Als,3.58469,1.04473
0,92,8464,94.8,17.2,0.0055899999999999995,2.209,0.542,Als,1.33417,-1.344
0,99,9801,64.0,22.7,0.00783,2.681,0.836,Als,2.55539,0.53371
1,91,8281,77.0,19.2,0.01011,2.0580000000000003,0.526,Als,2.86007,0.63651
1,79,6241,56.4,16.1,0.00945,2.418,0.945,Als,1.2083,-0.42663
0,58,3364,55.6,14.5,0.013269999999999999,1.994,0.8029999999999999,Als,5.8051699999999995,0.73666
0,101,10201,73.4,19.4,0.0096,1.422,0.42,Als,2.26274,0.7854
0,100,10000,106.0,24.5,0.01034,1.9180000000000001,0.379,Als,2.90689,1.50194
0,149,22201,128.2,28.3,0.01325,2.9589999999999996,0.46399999999999997,Als,1.9105,-1.4659200000000001
0,140,19600,155.6,30.7,0.015319999999999999,2.2,0.278,Als,2.5632,1.21203
1,141,19881,115.1,31.1,0.01759,2.204,0.38,Als,2.77849,1.04272
1,178,31684,126.0,29.6,0.018019999999999998,1.5819999999999999,0.218,Als,3.7108,1.32582
0,54,2916,103.2,19.6,0.01722,1.65,0.322,Als,6.64078,0.32175
0,103,10609,94.3,17.6,0.0098,1.5819999999999999,0.38799999999999996,Als,1.62788,0.18535
0,129,16641,100.4,23.2,0.00671,1.416,0.298,Als,3.80789,1.1659
0,132,17424,107.5,28.2,0.00777,2.109,0.387,Als,4.46542,0.9765799999999999
1,81,6561,100.3,19.7,0.00746,1.0490000000000002,0.231,Als,7.6157699999999995,0.5224
1,76,5776,101.2,20.2,0.00602,0.907,0.19699999999999998,Als,6.676080000000001,0.28859
0,46,2116,97.7,18.1,0.00831,1.839,0.413,Als,6.30317,0.84152
0,80,6400,81.8,17.5,0.0037700000000000003,0.887,0.263,Als,5.18941,1.13301
0,91,8281,101.3,17.9,0.00555,1.228,0.27899999999999997,Als,5.51543,1.18019
0,109,11881,103.8,19.0,0.0070599999999999994,1.446,0.294,Als,1.40357,-0.07131
1,51,2601,63.4,16.5,0.00747,2.396,0.863,Als,1.02956,0.5071
1,101,10201,78.4,18.9,0.00627,1.776,0.536,Als,1.21655,-1.40565
0,121,14641,85.9,21.9,0.00683,0.915,0.226,Als,2.10238,0.44237
0,132,17424,114.8,24.6,0.007540000000000001,1.959,0.35100000000000003,Als,1.58114,0.96525
0,92,8464,103.6,25.0,0.00865,1.126,0.225,Als,2.6076799999999998,-0.07677
0,94,8836,90.9,26.4,0.01211,0.9940000000000001,0.20600000000000002,Als,3.5014300000000005,-0.028560000000000002
1,124,15376,94.3,26.2,0.0071400000000000005,1.8259999999999998,0.4,Als,6.711930000000001,1.0738299999999998
1,124,15376,91.8,27.8,0.007259999999999999,1.263,0.27899999999999997,Als,7.64003,0.92468
0,162,26244,146.4,30.9,0.007790000000000001,2.048,0.29100000000000004,Als,6.12944,1.07796
0,174,30276,132.8,31.4,0.00948,2.2430000000000003,0.34600000000000003,Als,3.5510599999999997,0.56457
0,164,26896,134.0,29.3,0.007790000000000001,1.466,0.226,Als,4.2438199999999995,0.60107
0,196,38416,138.6,30.7,0.008459999999999999,1.584,0.233,Als,4.8703199999999995,1.23606
0,179,32041,141.8,32.6,0.01084,1.308,0.175,Als,3.19061,1.0088700000000002
1,84,7056,107.1,23.9,0.01372,1.5190000000000001,0.276,Als,4.81041,0.7559899999999999
1,156,24336,143.8,27.3,0.010920000000000001,2.171,0.322,Als,2.40416,0.7854
0,152,23104,148.8,29.8,0.0106,1.636,0.22,Als,1.3,-1.17601
0,215,46225,156.3,30.8,0.01082,2.5780000000000003,0.33799999999999997,Als,4.51885,1.13684
0,78,6084,113.8,27.6,0.01196,1.337,0.23199999999999998,Als,4.301159999999999,0.30705
0,94,8836,84.7,23.1,0.011000000000000001,0.945,0.21899999999999997,Als,5.028919999999999,0.30288000000000004
0,73,5329,78.3,21.1,0.00831,0.932,0.248,Als,6.23939,0.37753000000000003
1,59,3481,52.5,20.7,0.01222,1.577,0.535,Als,3.11127,0.7854
1,99,9801,157.4,25.9,0.01228,3.235,0.446,Als,1.14018,0.90975
0,53,2809,101.0,17.4,0.01132,1.505,0.28800000000000003,Als,8.15414,0.5846
0,44,1936,71.5,19.8,0.01089,1.07,0.292,Als,5.34509,0.304
0,48,2304,89.1,16.7,0.00853,1.514,0.359,Als,5.004,-0.03998
0,63,3969,88.4,17.0,0.00891,1.385,0.33299999999999996,Als,1.64012,0.6557
1,117,13689,121.4,21.1,0.00995,1.758,0.294,Als,5.0,0.9273
1,109,11881,93.5,24.3,0.014119999999999999,1.454,0.316,Als,5.81808,1.1455899999999999
0,73,5329,111.0,26.2,0.00896,1.419,0.251,Als,6.17414,1.1361299999999999
0,131,17161,105.2,26.3,0.01053,1.324,0.247,Als,6.0,0.9273
0,142,20164,105.7,28.6,0.008140000000000001,1.4140000000000001,0.258,Als,5.73062,1.06031
1,181,32761,126.0,29.9,0.00765,2.989,0.469,Als,2.59615,1.29779
0,150,22500,104.6,30.0,0.01184,2.287,0.419,Als,4.03113,0.80294
1,128,16384,107.8,25.6,0.0143,1.3559999999999999,0.23800000000000002,Als,5.71402,0.99736
1,119,14161,148.6,29.0,0.0069900000000000006,1.7990000000000002,0.24100000000000002,Als,4.11825,0.5071
0,98,9604,133.9,28.5,0.01,1.391,0.193,Als,7.595389999999999,0.15866
0,82,6724,98.0,21.4,0.00962,1.446,0.305,Als,6.77791,0.37777
0,60,3600,86.0,23.2,0.00892,1.396,0.301,Als,8.595930000000001,0.51049
0,93,8649,92.7,21.2,0.010490000000000001,1.255,0.26,Als,6.621180000000001,0.43663
0,36,1296,85.1,21.6,0.009909999999999999,0.902,0.175,Als,5.34509,0.304
1,94,8836,95.5,22.3,0.0069099999999999995,0.745,0.16399999999999998,Als,3.0016700000000003,0.52328
1,70,4900,81.5,22.9,0.01066,1.746,0.34600000000000003,Als,6.45368,0.8621700000000001
0,45,2025,59.9,21.0,0.01082,2.112,0.682,Als,7.357310000000001,1.02805
0,82,6724,71.7,23.5,0.01149,1.26,0.28300000000000003,Als,2.59422,0.48089
0,142,20164,157.7,29.6,0.01427,4.596,0.521,Als,0.14142000000000002,0.7854
0,131,17161,82.2,30.0,0.01318,2.72,0.58,Als,1.07703,0.38051
0,125,15625,103.9,28.4,0.01115,1.361,0.23600000000000002,Als,4.70106,0.021269999999999997
1,65,4225,89.1,23.3,0.01048,0.8170000000000001,0.172,Als,5.514530000000001,0.0726
1,87,7569,80.4,22.7,0.00783,0.812,0.19399999999999998,Als,4.66476,0.54042
0,96,9216,101.4,23.8,0.00805,1.851,0.387,Als,1.5033299999999998,1.50423
0,35,1225,87.8,20.3,0.009309999999999999,1.528,0.35600000000000004,Als,4.60977,1.14596
0,103,10609,95.1,23.3,0.00701,0.873,0.184,Als,5.10392,-0.0392
0,79,6241,89.6,22.1,0.00733,0.831,0.179,Als,2.81603,-0.10674000000000002
0,88,7744,76.6,22.8,0.00924,1.555,0.368,Als,5.0,0.9273
1,70,4900,75.4,18.4,0.00702,1.193,0.331,Als,4.07185,0.43068999999999996
1,72,5184,59.5,15.2,0.008579999999999999,1.246,0.45399999999999996,Als,2.4351599999999998,-0.33474
0,64,4096,50.6,19.0,0.00619,0.62,0.228,Als,5.54437,0.68319
0,90,8100,74.5,21.0,0.00742,0.968,0.258,Als,3.0016700000000003,0.52328
0,66,4356,78.8,21.4,0.00824,1.361,0.326,Als,3.08058,1.34156
0,57,3249,85.0,23.5,0.01027,1.306,0.256,Als,4.12311,0.6823199999999999
1,92,8464,76.9,21.9,0.00804,1.064,0.254,Als,3.72022,0.63275
1,67,4489,53.5,19.2,0.00897,0.782,0.21600000000000003,Als,6.72681,0.08931
0,101,10201,114.5,25.2,0.00974,2.4090000000000003,0.389,Als,6.26259,0.67225
0,98,9604,60.2,23.0,0.013590000000000001,1.736,0.465,Als,5.80086,0.017240000000000002
1,74,5476,97.0,22.3,0.00919,1.35,0.252,Als,1.1180299999999999,-0.46365
1,61,3721,96.8,18.5,0.01269,2.7289999999999996,0.583,Als,3.1257,1.4424700000000001
0,91,8281,107.7,22.2,0.01255,1.659,0.195,Als,2.3,0.0
0,91,8281,93.0,22.7,0.01069,1.2890000000000001,0.205,Als,3.22025,0.63108
0,78,6084,87.7,21.7,0.010579999999999999,1.715,0.32299999999999995,Als,2.6076799999999998,0.07677
0,62,3844,64.2,17.9,0.01195,2.114,0.5529999999999999,Als,6.02163,0.62025
0,68,4624,93.5,19.6,0.0052899999999999996,1.383,0.285,Als,4.65296,0.49249
1,79,6241,81.8,21.3,0.006409999999999999,1.254,0.272,Als,2.2561,1.34732
1,103,10609,96.7,23.4,0.00677,2.399,0.47700000000000004,Als,4.0,0.9273
0,120,14400,144.0,26.4,0.00943,2.8539999999999996,0.35200000000000004,Als,5.06952,1.1866299999999999
0,126,15876,151.1,28.7,0.009470000000000001,2.519,0.28600000000000003,Als,6.15549,0.8198700000000001
0,144,20736,180.5,28.7,0.00945,5.117,0.501,Als,2.69258,1.19029
0,93,8649,109.3,28.3,0.01268,1.681,0.23,Als,4.29535,0.21109
0,109,11881,93.0,26.6,0.010329999999999999,3.22,0.556,Als,1.9849400000000001,0.71409
1,98,9604,111.8,25.7,0.01056,1.814,0.27399999999999997,Als,4.78017,0.65187
1,102,10404,128.7,27.2,0.00933,5.772,0.815,Als,5.3907300000000005,0.7066100000000001
0,111,12321,134.8,26.6,0.00703,5.7379999999999995,0.797,Als,2.2,1.57079
0,126,15876,119.8,26.4,0.01124,3.86,0.47100000000000003,Als,1.47648,0.49394
0,156,24336,117.5,28.1,0.01025,1.915,0.20800000000000002,Als,4.1048800000000005,0.97604
0,110,12100,139.6,29.0,0.00966,2.97,0.281,Als,3.8470800000000005,1.0839
1,78,6084,101.7,25.4,0.01025,1.835,0.203,Als,3.27567,1.02514
1,33,1089,91.3,19.7,0.01281,2.272,0.298,Als,2.28254,1.06795
0,58,3364,80.5,19.5,0.01192,2.363,0.381,Als,2.41661,0.42663
0,41,1681,67.7,21.2,0.0097,4.203,1.043,Als,3.9623199999999996,0.8211
0,87,7569,110.2,23.4,0.00885,2.25,0.294,Als,5.69386,0.5344
0,42,1764,96.7,23.5,0.010190000000000001,2.519,0.34299999999999997,Als,5.73062,0.51049
0,39,1521,51.7,12.7,0.00861,6.336,1.874,Als,4.20476,1.12842
1,65,4225,59.8,14.9,0.00484,4.398,1.409,Als,4.85489,1.00565
0,65,4225,83.2,16.9,0.00514,5.067,1.1159999999999999,Als,2.24722,1.20682
0,78,6084,82.9,19.3,0.00469,4.7410000000000005,0.955,Als,6.161169999999999,0.9467700000000001
0,57,3249,104.9,19.4,0.00672,5.205,0.779,Als,4.51885,1.13684
0,79,6241,69.3,20.5,0.0070799999999999995,3.9339999999999997,0.883,Als,2.6400799999999998,0.9197200000000001
1,101,10201,111.2,19.3,0.00665,2.633,0.34299999999999997,Als,4.159330000000001,0.4744
0,23,529,65.1,18.3,0.011059999999999999,2.519,0.507,Als,2.77849,0.5280699999999999
0,19,361,48.2,20.5,0.007859999999999999,7.777,2.1430000000000002,Als,3.58469,1.04473
0,41,1681,63.4,18.2,0.00655,1.795,0.402,Als,4.20119,0.6673100000000001
0,52,2704,58.8,15.5,0.00839,2.917,0.6679999999999999,Als,6.2642,0.29146
1,84,7056,81.3,22.3,0.009040000000000001,0.785,0.213,Cad,9.3622,-0.40629
1,103,10609,100.5,20.7,0.00748,0.981,0.233,Cad,9.4366,-0.17038
0,100,10000,115.1,17.9,0.008159999999999999,0.8109999999999999,0.193,Cad,9.4048,-0.14942
0,96,9216,95.0,19.7,0.007259999999999999,0.743,0.191,Cad,10.9385,-0.24941
0,115,13225,93.8,24.3,0.0071,0.7879999999999999,0.19899999999999998,Cad,9.7739,-0.3444
0,114,12996,117.5,24.9,0.00909,1.109,0.22,Cad,7.6531,-0.11787
0,153,23409,128.8,27.1,0.00937,1.194,0.19699999999999998,Cad,4.6872,0.588
1,203,41209,182.0,25.4,0.01275,5.952000000000001,0.812,Cad,6.1074,0.6926399999999999
1,208,43264,188.0,25.3,0.01184,7.85,1.13,Cad,6.7956,0.57576
0,121,14641,137.7,25.5,0.01141,10.433,1.931,Cad,6.1221,0.66964
0,112,12544,101.1,21.1,0.01706,1.1540000000000001,0.27,Cad,6.8118,-0.86854
0,114,12996,129.3,17.7,0.01684,3.685,0.685,Cad,2.9206,0.66405
0,56,3136,146.4,14.3,0.01488,2.988,0.524,Cad,5.2154,0.07677
0,103,10609,115.4,19.0,0.010879999999999999,1.922,0.354,Cad,8.5475,0.10549000000000001
1,84,7056,78.7,15.3,0.01547,0.84,0.235,Cad,1.6125,-1.05165
1,72,5184,88.4,20.4,0.01315,0.76,0.19699999999999998,Cad,8.1345,-0.36453
0,92,8464,85.3,23.0,0.0069,0.8540000000000001,0.21899999999999997,Cad,11.0693,-0.39896
0,77,5929,89.2,25.2,0.00922,0.953,0.221,Cad,9.2445,-0.27384000000000003
0,178,31684,192.3,26.9,0.01209,5.7829999999999995,0.703,Cad,7.6158,0.40489
0,114,12996,126.2,29.4,0.0117,1.3630000000000002,0.226,Cad,7.7414,-0.10352
0,173,29929,143.1,28.5,0.01208,5.686,0.898,Cad,6.9354,0.4314
0,194,37636,177.6,30.9,0.0101,6.974,0.94,Cad,6.3906,0.35144000000000003
0,188,35344,159.8,31.6,0.008879999999999999,4.145,0.777,Cad,7.8109,0.3258
0,143,20449,203.2,32.3,0.01132,6.1979999999999995,0.703,Cad,6.4885,0.49812
0,125,15625,214.5,30.8,0.00733,4.045,0.466,Cad,6.4133,0.18822
1,106,11236,138.0,34.1,0.01192,1.112,0.159,Cad,7.5505,-0.19999
1,114,12996,157.8,32.9,0.01569,3.4810000000000003,0.45399999999999996,Cad,7.1847,0.60731
0,112,12544,144.1,31.7,0.01414,1.9180000000000001,0.27399999999999997,Cad,7.7666,-0.2075
0,100,10000,147.7,30.8,0.01047,1.7,0.228,Cad,9.6047,-0.25255
0,166,27556,48.3,27.0,0.02361,1.4880000000000002,0.494,Cad,3.1953,-1.21935
0,135,18225,183.0,27.8,0.01463,7.7829999999999995,1.054,Cad,5.8052,0.73666
0,73,5329,104.1,26.6,0.00891,1.151,0.214,Cad,11.9281,-0.60661
1,101,10201,102.6,27.0,0.00727,1.0270000000000001,0.204,Cad,7.311,-0.05474
1,117,13689,108.0,26.1,0.010029999999999999,0.9059999999999999,0.192,Cad,5.4745,0.16515
0,118,13924,146.9,24.8,0.013669999999999998,2.28,0.374,Cad,4.9659,1.1341700000000001
0,74,5476,129.9,26.5,0.01146,1.347,0.24100000000000002,Cad,7.3682,-0.13614
0,108,11664,148.6,24.4,0.01769,6.4910000000000005,1.121,Cad,7.5769,0.39276
0,64,4096,100.2,26.6,0.008,1.063,0.217,Cad,11.0766,-0.11764000000000001
0,131,17161,134.7,26.5,0.00937,4.539,0.86,Cad,7.7698,0.55587
1,77,5929,100.8,24.6,0.010329999999999999,0.875,0.18,Cad,7.9202,-0.42976000000000003
1,91,8281,155.1,30.1,0.01152,2.396,0.33799999999999997,Cad,7.0214,0.18622
0,102,10404,113.9,30.2,0.01037,0.922,0.163,Cad,5.1662,-1.31643
0,105,11025,130.5,28.9,0.012190000000000001,1.757,0.32899999999999996,Cad,4.1617,0.9561299999999999
0,82,6724,199.7,26.8,0.014209999999999999,2.838,0.309,Cad,6.9065,-0.04345
0,80,6400,106.5,29.1,0.00923,1.1059999999999999,0.215,Cad,8.36,-0.1199
0,89,7921,119.6,29.8,0.00892,1.149,0.20199999999999999,Cad,8.4593,-0.11849000000000001
1,70,4900,73.9,25.5,0.01073,0.446,0.124,Cad,9.0377,-0.43395
0,94,8836,137.6,20.3,0.01901,1.571,0.24100000000000002,Cad,6.407,-0.04684
0,77,5929,129.5,26.8,0.01463,1.6,0.263,Cad,8.9944,-0.49846
0,114,12996,112.9,29.4,0.01169,0.867,0.155,Cad,10.3092,-0.31561999999999996
0,157,24649,163.3,28.8,0.00785,1.8780000000000001,0.282,Cad,7.7104,-0.16940999999999998
1,202,40804,199.6,30.8,0.01222,3.813,0.409,Cad,8.3385,0.09609
1,191,36481,268.6,30.7,0.0148,7.332000000000001,0.653,Cad,5.728,0.2831
0,112,12544,151.5,31.9,0.00785,1.9480000000000002,0.258,Cad,8.0623,-0.12435
0,189,35721,179.9,30.5,0.01372,2.412,0.276,Cad,7.0,0.0
0,81,6561,86.1,28.5,0.01048,0.568,0.126,Cad,12.8316,-0.7137
0,101,10201,104.1,28.0,0.00958,1.197,0.221,Cad,10.6892,-0.4762
0,133,17689,128.1,29.0,0.012209999999999999,1.4769999999999999,0.251,Cad,4.7885,0.5010100000000001
1,147,21609,131.0,28.7,0.01414,2.595,0.43700000000000006,Cad,7.2498,0.42663
1,175,30625,185.6,28.4,0.01535,2.9139999999999997,0.35100000000000003,Cad,6.4514,0.33155
0,143,20449,172.3,23.9,0.027530000000000002,1.996,0.22,Cad,5.4589,0.49642
0,123,15129,158.5,22.6,0.02186,2.948,0.428,Cad,5.7871,0.17367
0,137,18769,141.8,31.0,0.01065,2.276,0.35100000000000003,Cad,7.278,0.22165
1,224,50176,157.0,32.2,0.01241,3.298,0.462,Cad,8.1271,0.32564
1,182,33124,175.2,32.5,0.01564,3.332,0.413,Cad,8.132,0.28675
0,257,66049,153.6,34.5,0.0104,3.863,0.5479999999999999,Cad,8.5615,0.24781
0,269,72361,173.5,34.3,0.013859999999999999,4.062,0.508,Cad,8.4694,0.40024
0,319,101761,155.9,34.9,0.01142,2.87,0.385,Cad,8.3744,0.20442000000000002
0,209,43681,185.6,33.1,0.019,1.931,0.215,Cad,3.7014,0.02702
0,209,43681,174.6,30.4,0.02143,3.6639999999999997,0.45799999999999996,Cad,3.9395,0.41822
1,175,30625,157.8,33.1,0.01556,2.3080000000000003,0.306,Cad,5.1788,0.17467
1,208,43264,141.3,33.4,0.0107,4.672,0.7340000000000001,Cad,8.9694,0.38879
0,185,34225,182.1,34.9,0.01817,3.313,0.37799999999999995,Cad,8.5796,0.36968
0,254,64516,211.2,36.3,0.01347,5.9910000000000005,0.589,Cad,7.6968,0.42878
0,296,87616,189.0,35.0,0.01722,6.023,0.6679999999999999,Cad,8.5088,0.41106000000000004
0,201,40401,203.9,34.3,0.015569999999999999,3.562,0.402,Cad,7.3926,0.40312
1,168,28224,168.5,33.6,0.01599,2.645,0.308,Cad,7.7466,0.19485999999999998
1,102,10404,161.9,32.3,0.01675,2.924,0.361,Cad,5.9682,0.5461699999999999
0,137,18769,134.1,30.2,0.013609999999999999,2.5869999999999997,0.402,Cad,6.9893,0.33532
0,134,17956,120.5,32.8,0.010159999999999999,0.997,0.159,Cad,9.6338,-0.16685999999999998
1,141,19881,110.3,26.0,0.006809999999999999,3.088,0.747,Cad,3.8079,1.04839
0,114,12996,123.8,26.2,0.00412,0.85,0.142,Cad,5.8421,-1.45069
0,97,9409,90.6,22.4,0.00343,0.551,0.14,Cad,9.1417,-0.34597
1,108,11664,118.9,21.3,0.0043,0.738,0.146,Cad,9.2957,-0.70163
0,99,9801,112.9,21.0,0.00328,1.194,0.259,Cad,9.7082,-0.041210000000000004
0,135,18225,127.8,18.8,0.00748,1.392,0.244,Cad,2.1024,-0.047580000000000004
0,118,13924,122.2,21.5,0.00398,1.8869999999999998,0.365,Cad,5.8009,0.017240000000000002
0,130,16900,131.0,20.6,0.00547,2.106,0.392,Cad,8.6452,-0.71992
1,105,11025,85.0,17.3,0.01121,2.47,0.7340000000000001,Cad,4.1593,-0.1691
1,113,12769,111.9,19.3,0.00639,1.659,0.386,Cad,6.407,-0.04684
0,103,10609,96.6,14.8,0.00983,1.327,0.363,Cad,2.6476,0.18999000000000002
0,86,7396,120.7,15.6,0.0101,0.971,0.18100000000000002,Cad,6.5437,-0.67713
0,85,7225,97.1,18.6,0.00718,1.2690000000000001,0.317,Cad,8.7092,-0.37624
0,113,12769,132.6,23.1,0.0044399999999999995,2.065,0.376,Cad,6.5008,-0.015380000000000001
0,122,14884,135.4,23.5,0.0062,6.268,1.266,Cad,7.4,0.3303
1,127,16129,113.4,24.9,0.00528,3.5460000000000003,0.8340000000000001,Cad,6.4661,0.5536800000000001
